,tweet_text,sentiment
29,"['science', 'saturday', 'nuclear', 'energy', 'melting', 'ice', 'caps', 'human', 'adaptation']",2
30,"['hinkley', 'point', 'c', 'britains', 'newest', 'nuclear', 'power', 'station', 'nuclear']",2
31,"['mess', 'thinking', 'moving', 'back', 'way', 'another']",3
32,"['corino', 'bigger', 'threat', 'death', 'limerick', 'nuclear', 'power', 'plantyou', 'surviving', 'abortion']",2
33,"['corino', 'bigger', 'threat', 'death', 'limerick', 'nuclear', 'power', 'plantyou', 'surviving', 'abortion']",2
34,"['nuclear', 'energy', 'concerned', 'nuclear', 'waste', 'need', 'water', 'run', 'plant', 'cagov', 'nuclear']",2
35,"['want', 'stop', 'nuclear', 'power', 'plant', 'world', 'nowso', 'shout', 'everydayso', 'thanks', 'heart']",0
36,"['nuclear', 'energy', 'good', 'something', 'happens', 'really', 'worth', 'risk', 'radiation', 'extreme', 'levels']",0
37,"['problem', 'prosperity', 'built', 'nuclear', 'energy', 'renewables', 'trouble']",0
38,"['top', 'things', 'indian', 'citizens', 'could', 'case', 'nuclear', 'power', 'plant', 'accident', 'country']",2
39,"['gotta', 'pioneer', 'new', 'technologies', 'help', 'us', 'endure', 'radiation', 'shut', 'nuclear', 'energy', 'plants', 'good', 'tesla']",0
40,"['ground', 'cracking', 'underneath', 'fukushima', 'nuclear', 'fukushima']",2
41,"['good', 'decision', 'evidence', 'like', 'nuclear', 'power', 'smartgrid', 'cant', 'survive', 'without', 'corporateentitlement']",2
42,"['inharperstopsyturvycanada', 'nuclear', 'power', 'considered', 'safe', 'affordablegreen', 'power', 'cdnpoli']",1
43,"['marxism', 'socialism', 'nuclear', 'power', 'plant', 'workers', 'defeat', 'attack', 'pensions', 'day', 'strike', 'p', 'rebelleft']",2
44,"['news', 'energy', 'nuclear', 'power', 'generation', 'touch', 'mw', 'years']",2
45,"['news', 'industrynews', 'nuclear', 'power', 'generation', 'touch', 'mw', 'years']",2
46,"['nuclear', 'turkey', 'moves', 'forward', 'nuclear', 'energy', 'plans', 'marketplacepublicradioorg']",2
47,"['smr', 'possibly', 'important', 'nuclear', 'technology', '•é•êits', 'important', 'impede', 'development', 'nuclear', 'energy']",2
48,"['tepco', 'desalinate', 'used', 'fuel', 'pools', 'fukushima', 'daiichi', 'nuclear', 'energy', 'facility']",2
49,"['utah', 'moving', 'closer', 'getting', 'first', 'nuclear', 'power', 'plant']",2
50,"['vermont', 'yankee', 'nuclear', 'power', 'plant', 'vermont', 'groups', 'team', 'fight', 'nuclear', 'relicensing']",2
51,"['years', 'french', 'nuclear', 'energy', 'use', 'created', 'much', 'waste', 'whole', 'room', 'needs', 'dedicated', 'storage']",0
52,"['pm', 'et', 'watch', 'nuclear', 'energy', 'town', 'hall', 'meeting', 'august', 'florida', 'channel', 'web', 'thefloridachannelorg']",2
53,"['largest', 'solar', 'installations', 'world', 'promising', 'alternatives', 'nuclear', 'power', 'plants']",2
54,"['th', 'carnival', 'nuclear', 'energy', 'bloggers', 'online', 'ans', 'nuclear', 'cafe']",2
55,"['th', 'carnival', 'nuclear', 'energy', 'bloggers', 'online', 'ans', 'nuclear', 'cafe']",2
56,"['years', 'ago', 'told', 'self', 'sufficient', 'nuclear', 'power', 'xm', 'cubes', 'cld', 'power', 'town', 'years', 'called']",2
57,"['photographer', 'made', 'exclusive', 'pictures', 'inside', 'fukushima', 'nuclear', 'power', 'plant']",2
58,"['planet', 'powered', 'thorium', 'thorium', 'reactors', 'could', 'rescue', 'nuclear', 'power']",2
59,"['abbasi', 'says', 'russia', 'proposed', 'cooperating', 'iran', 'building', 'new', 'nuclear', 'power', 'plants', 'country', 'via']",2
60,"['activists', 'guide', 'fighting', 'nuclear', 'power', 'public', 'citizen', 'climate', 'energy', 'via']",2
61,"['transcanada', 'tar', 'sands', 'expose', 'pipelines', 'nuclear', 'power', 'fit', 'overall', 'strategy']",2
62,"['alabama', 'nuclear', 'power', 'plant', 'gets', 'goahead', 'construction', 'please', 'enough', 'already']",2
63,"['interview', 'nuclear', 'power', '•ð', 'safe', 'learned', 'japan']",2
64,"['ans', 'nuclear', 'cafe', 'saudi', 'arabia', 'boosts', 'nuclear', 'energy', 'ambitions']",2
65,"['anti', 'nuclear', 'power', 'tshirt', 'nonukes']",0
66,"['anybody', 'want', 'buy', 'floating', 'nuclear', 'power', 'plant', 'cheap', 'via']",2
67,"['guys', 'going', 'phasing', 'nuclear', 'energy']",2
68,"['china', 'pushes', 'forward', 'nuclear', 'energy', 'us', 'held', 'back', 'red', 'tape', 'irrational', 'fear']",2
69,"['best', 'part', 'new', 'alabama', 'nuclear', 'power', 'plant', 'meltdown', 'wind', 'carry', 'radiation', 'knoxville']",2
70,"['blue', 'castle', 'nuclear', 'project', 'closer', 'filing', 'licensing', 'application', 'nuclear', 'energy', 'electricity', 'utilities']",2
71,"['breaking', 'hokkaido', 'governor', 'formally', 'approves', 'restart', 'commercial', 'operations', 'reactor', 'tomari', 'nuclear', 'power', 'plant']",2
72,"['tokyo', 'function', 'without', 'nuclear', 'power', 'asks']",2
73,"['canada', 'may', 'become', 'first', 'nation', 'world', 'use', 'nuclear', 'energy', 'accelerate', 'fossil', 'fuel', 'production', 'cfsfcee']",2
74,"['china', 'takes', 'lead', 'race', 'clean', 'nuclear', 'power', 'thorium']",2
75,"['climate', 'change', 'real', 'nuclear', 'power', 'safe', 'facts', 'denied', 'alternate', 'groups', 'ultimate', 'frustration']",1
76,"['coal', 'seen', 'possible', 'alternative', 'nuclear', 'power', 'egat']",2
77,"['couple', 'nuclear', 'power', 'near', 'efficient', 'electric', 'motors', 'nearwasteless', 'process', 'carbon', 'emission']",2
78,"['cucumbers', 'nuclear', 'power']",2
79,"['debate', 'world', 'need', 'nuclear', 'energy']",2
80,"['devastating', 'march', 'earthquake', 'leaves', 'japan', 'pondering', 'fuel', 'mix', 'see', 'platts', 'barrel', 'blog', 'nuclear', 'energy']",2
81,"['mention', 'ancient', 'aliens', 'came', 'way', 'earth', 'mine', 'gold', 'used', 'nuclear', 'power', 'gold', 'exists', 'earth']",2
82,"['discussion', 'nuclear', 'energy', 'safer', 'previously', 'thought']",2
83,"['know', 'facts', 'us', 'nuclear', 'energy', 'production', 'get', 'updated', 'quick', 'facts']",2
84,"['anyone', 'informed', 'update', 'cleanup', 'progress', 'fukushima', 'nuclear', 'power', 'plant', 'seems', 'disappeared', 'news']",2
85,"['dont', 'count', 'nuclear', 'energy', 'yet', 'summer', 'meeting', 'american', 'nuclear', 'society', 'could', 'wa']",2
86,"['exelon', 'ceo', 'tell', 'ans', 'nation', 'must', 'dispense', 'fukushima', 'fears', 'needs', 'nuclear', 'energy']",2
87,"['expert', 'commentary', 'safety', 'nuclear', 'energy']",2
88,"['fission', 'theory', 'nuclear', 'power', 'plants', 'less', 'million', 'miles', 'earth', 'work']",2
89,"['floating', 'nuclear', 'power', 'plant', 'seized', 'court', 'bitlyqyrdxw', 'via']",2
90,"['florida', 'senator', 'challenges', 'utilities', 'nuclear', 'power', 'cost', 'recovery', 'sayfie']",2
91,"['florida', 'persevere', 'nuclear', 'power', 'plants', 'great', 'op', 'ed', 'article', 'editors', 'nuclear', 'energy']",2
92,"['seeking', 'info', 'facts', 'nuclear', 'energy']",2
93,"['wsmv', 'tva', 'nuke', 'construction', 'rates', 'board', 'agenda', 'nuclear', 'power', 'plant', 'safety', 'fossil', 'fuel', 'emissions', 'ar']",2
94,"['fukushima', 'daiichi', 'nuclear', 'power', 'plant', 'may', 'achieve', 'cold', 'shutdown', 'soon', 'planned', 'tokyo', 'cont']",2
95,"['ge', 'laser', 'breakthrough', 'could', 'also', 'lead', 'lower', 'cost', 'nuclear', 'energy', 'reduced', 'fossil', 'fuel', 'sales', 'motive', 'opposition']",2
96,"['germany', 'plans', 'move', 'away', 'nuclear', 'power', 'constitutes', 'country•õs', 'energy', 'source', 'years', 'via']",2
97,"['got', 'hacked', 'anonymous', 'anonymous', 'also', 'hacked', 'fbi', 'russian', 'nuclear', 'power', 'plant']",2
98,"['govt', 'expanding', 'civil', 'nuclear', 'energy', 'programme', 'pm']",2
99,"['happy', 'spread', 'word', 'fine', 'nuclear', 'power', 'plant']",1
100,"['tells', 'fresbee', 'edit', 'board', 'cites', 'climate', 'change', 'major', 'reason', 'stance', 'vote']",2
101,"['nuclear', 'energy', 'concerned', 'nuclear', 'waste', 'need', 'water', 'run', 'plant', 'cagov', 'nuclear']",2
102,"['follow', 'advices', 'recognize', 'mistakes', 'nuclear', 'energy']",2
103,"['hillsborough', 'students', 'attend', 'nuclear', 'energy', 'forum', 'hillsborough', 'teens', 'among', 'new', 'jersey', 'high', 'school', 'stu']",2
104,"['hmmm', 'read', 'views', 'environmental', 'nuclear', 'energy', 'policies']",2
105,"['kids', 'schooled', 'nuclear', 'industry', 'via']",2
106,"['tweeting', 'str']",0
107,"['want', 'stop', 'nuclear', 'power', 'plant', 'world', 'nowso', 'shout', 'everydayso', 'thanks', 'heart']",0
108,"['id', 'go', 'mlp', 'universe', 'introduce', 'nuclear', 'energy', 'warfare', 'strategies', 'ponies', 'fuckthepolice']",2
109,"['im', 'also', 'confused', 'japans', 'nuclear', 'energy', 'threat', 'irans', 'physics', 'work', 'world']",2
110,"['im', 'assuming', 'nuclear', 'power', 'growing', 'industry', 'right']",2
111,"['im', 'skeptical', 'knows', 'shit', 'nuclear', 'energy', 'apart']",2
112,"['idaho', 'samizdat', 'nuke', 'notes', 'th', 'carnival', 'nuclear', 'energy', 'bloggers']",2
113,"['mcguinty', 'way', 'natural', 'gas', 'redundant', 'expensive', 'wind', 'solar', 'dangerous', 'nuclear', 'energy', 'replace']",2
114,"['work', 'together', 'phaseout', 'nuclear', 'power', 'replace', 'clean', 'energy']",0
115,"['national', 'science', 'politics', 'news', 'pm', 'says', 'nuclear', 'energy', 'vital', 'growth']",1
116,"['japan', 'th', 'graders', 'take', 'field', 'trips', 'nuclear', 'power', 'plants', 'gees', 'makes', 'field', 'trips', 'movie', 'theater', 'look', 'really', 'boring']",2
117,"['india', 'nuclear', 'power', 'generation', 'touch', 'mw', 'countrys', 'nuclear', 'power', 'generation']",2
118,"['india', 'accord', 'highest', 'safety', 'standards', 'civil', 'nuclear', 'energy', 'pm']",2
119,"['internet', 'weather', 'forecasting', 'gps', 'commercial', 'aviation', 'freight', 'nuclear', 'energy', 'things', 'common']",2
120,"['irans', 'top', 'diplomat', 'discuss', 'nuclear', 'energy', 'issues', 'moscow', 'ali', 'akbar', 'salehi', 'foreign', 'minister', 'iran']",2
121,"['saudiarabia', 'making', 'transition', 'oil', 'nuclear', 'sa', 'bearish', 'oil', 'notice']",2
122,"['issues', 'nuclear', 'energy', 'reprocessing', 'nuclear', 'waste', 'creates', 'nuclear', 'waste']",2
123,"['seemed', 'like', 'politically', 'speaking', 'us', 'way', 'jumping', 'nuclear', 'power', 'japan', 'incident', 'happened']",2
124,"['sad', 'society', 'scared', 'use', 'technology', 'like', 'nuclear', 'power', 'progress•é', 'cont']",1
125,"['lol', 'years', 'working', 'nuclear', 'power', 'plant']",2
126,"['mark', 'hibbs', 'saudi', 'arabia•õs', 'nuclear', 'energy', 'ambitions']",2
127,"['good', 'newsrussia', 'proposes', 'construct', 'nuclear', 'plants', 'iran']",1
128,"['nuclear', 'power', 'please']",1
129,"['potential', 'energy', 'nuclear', 'power', 'plantcannabissafer', 'healing', 'properties', 'alcoholcannabissafer', 'themarijuanateapartyorg']",2
130,['mrvat'],2
131,"['spreading', 'calm', 'certainty', 'reassurance', 'aka', 'truth', 'nuclear', 'energy', 'response', 'fud']",1
132,"['line', 'work', 'crazy', 'im', 'going', 'get', 'nice', 'quiet', 'job', 'nuclear', 'power', 'plant']",2
133,"['nah', 'man', 'thing', 'nuclear', 'power', 'supporters', 'nimbyism', 'support', 'long', 'doesnt', 'relate']",2
134,"['nation', 'hit', 'abombs', 'placed', 'big', 'bet', 'nuclear', 'power']",2
135,"['new', 'nuclear', 'power', 'plants', 'expensive', 'build', 'see', 'exelons', 'ceo', 'says']",0
136,"['ngos', 'academics', 'call', 'abolition', 'nuclear', 'plants', 'antinuclear', 'nongovernmental', 'organizations', 'academics', 'ca']",2
137,"['nonukeslogo', 'via']",2
138,"['japan', 'also', 'nuclear', 'power', 'plant', 'world', 'lot', 'problemsplease', 'save', 'children']",0
139,"['earthquake', 'tsunami', 'damage', 'reported', 'nuclear', 'power', 'plants', 'japan']",2
140,"['nuclear', 'blog', 'digest', 'th', 'carnival', 'nuclear', 'energy', 'bloggers', 'nuclear']",2
141,"['nuclear', 'energy', 'declines', 'greener', 'energy', 'emerges', 'youre', 'arizona', 'talkin']",2
142,"['nuclear', 'energy', 'hell', 'way', 'boil', 'water']",2
143,"['nuclear', 'energy', 'expensive', 'dangerous', 'way', 'boil', 'water', 'whats', 'screws', 'earth', 'uninhabitable', 'humans']",0
144,"['nuclear', 'energy', 'capitalism', 'communism', 'international']",2
145,"['nuclear', 'energy', 'clean', 'death', 'planet', 'future', 'generations', 'nice', 'work']",0
146,"['nuclear', 'power', 'fukushima', 'still', 'energy', 'future', 'reprint', 'article', 'fm', 'jun', 'national', 'review']",2
147,"['nuclear', 'power', 'best', 'interest', 'future', 'saskatchewanwe', 'world', 'leader', 'uranium', 'backwards', 'hypocrite']",2
148,"['nuclear', 'power', 'plant', 'construction', 'spending', 'approved', 'vogtle', 'site', 'ga']",2
149,"['nuclear', 'power', 'zealous', 'protectionism', 'arms', 'ironically', 'horses', 'frogs', 'snails', 'sparrows', 'otters', 'voles', 'topless', 'birds']",2
150,"['ny', 'times', 'german', 'chancellor', 'merkel', 'white', 'washes', 'abrupt', 'politically', 'expedient', 'uturn', 'nuclear', 'energy']",2
151,"['new', 'green', 'energy', 'nuclear', 'energy', 'st', 'century']",2
152,"['progress', 'report', 'fukushima', 'daiichi', 'nuclear', 'energy']",2
153,"['protect', 'nuclear', 'power', 'plant', 'radiation', 'plan', 'evacuation', 'route', 'know', 'safe', 'zones']",2
154,"['public', 'support', 'nuclear', 'energy', 'remains', 'strong']",2
155,"['quote', 'day', 'florida', 'cannot', 'afford', 'consequences', 'including', 'nuclear', 'power', 'nuclear', 'energy']",1
156,"['radioactive', 'leak', 'fort', 'calhoun', 'nuclear', 'power', 'station', 'nuclear', 'radioactive', 'leak', 'fort', 'calhoun', 'nuclear', 'p']",2
157,"['random', 'garmentcare', 'fact', 'know', 'hepa', 'filters', 'designed', 'nuclear', 'power', 'plants']",2
158,"['reading', 'china•õs', 'nuclear', 'power', 'plans', 'unfazed', 'fukushima', 'disaster']",2
159,"['remember', 'two', 'three', 'american', 'nuclear', 'power', 'plants', 'water', 'leaking', 'news', 'coverage', 'blackout', 'corruptmedia']",2
160,"['report', 'laser', 'advances', 'nuclear', 'fuel', 'stir', 'terror', 'fear', 'proves', 'cant', 'divorce', 'nuclear', 'energy', 'nonproliferation', 'discussions']",2
161,"['reporting', 'grounds', 'fukushima', 'daiichi', 'nuclear', 'power', 'station']",2
162,"['rolling', 'back', 'regulations', 'trust', 'wallstreet', 'oil', 'nuclear', 'energy', 'corps', 'right', 'thing']",2
163,"['th', 'carnival', 'nuclear', 'energy', 'bloggers', 'online', 'ans', 'nuclear', 'cafe']",2
164,"['progress', 'report', 'fukushima', 'daiichi', 'nuclear', 'energy']",2
165,"['•ò', 'report', 'ground', 'fukushima', 'plant', 'cracking']",0
166,"['russia', 'talks', 'build', 'nuclear', 'power', 'plants', 'iran', 'magog', 'persia', 'comes', 'naturally']",2
167,"['russia', 'proposed', 'cooperating', 'w', 'ir', 'building', 'new', 'nuclear', 'power', 'plants', 'irans', 'nuclear', 'chief', 'says', 'presstv']",2
168,"['saudi', 'arabia', 'boosts', 'nuclear', 'energy', 'ambitions', 'nuclear', 'disturbs', 'women', 'cant', 'drive']",0
169,"['saudi', 'arabia•õs', 'nuclear', 'energy', 'ambitions', 'filed', 'energy', 'news']",2
170,"['science', 'saturday', 'nuclear', 'energy', 'melting', 'ice', 'caps', 'human', 'adaptation']",2
171,"['science', 'saturday', 'nuclear', 'energy', 'melting', 'ice', 'caps', 'human', 'adaptation', 'bloggingheadstv', 'science', 'satu']",2
172,"['nuclear', 'power', 'feared', 'understood', 'fukushima', 'energy', 'germany', 'japan', 'orcot']",2
173,"['slovenias', 'nuclear', 'power', 'plant', 'krsko', 'news']",2
174,"['smart', 'important', 'post', 'studying', 'radioactive', 'sulfur', 'fukushima', 'isnt', 'nuclear', 'power', 'coal', 'bitlyrkcai']",2
175,"['sounds', 'good', 'agreed', 'boats', 'larger', 'keepout', 'zone', 'time', 'due', 'nuclear', 'power', 'source']",2
176,"['spotlight', 'us', 'nuclear', 'safety', 'nuclear', 'safety', 'multiple', 'strengthening', 'grids', 'integral', 'nuclear', 'energy']",2
177,"['still', 'people', 'ever', 'died', 'due', 'nuclear', 'power', 'us']",0
178,"['stop', 'talkingstart', 'building', 'nuclear', 'power', 'plantsoil', 'drillingget', 'patriot', 'chargethis', 'verbal', 'muslimlib', 'diarrhea', 'gone', 'far', 'enough']",2
179,"['studying', 'radioactive', 'sulfur', 'fukushima', 'isnt', 'nuclear', 'power', 'coal']",2
180,"['tainted', 'food', 'bribery', 'issues', 'nuclear', 'powerits', 'like', 'saw', 'japans', 'future', 'quake', 'future', 'book']",2
181,"['would', 'nice']",0
182,"['th', 'carnival', 'pro', 'nuclear', 'blogs', 'podcasts', 'nei', 'nuclear', 'notes', 'find', 'nukes', 'saying']",2
183,"['cement', 'engulfed', 'organs', 'muscles', 'skin', 'everything', 'except', 'heart', 'heart', 'forged', 'nuclear', 'power', 'became', 'man', 'stone']",2
184,"['drinking', 'bird', 'predisposed', 'venting', 'gas', 'springfield', 'nuclear', 'power', 'plant']",2
185,"['first', 'nuclear', 'reactor', 'since', 'fukushimas', 'accident', 'reactivated', 'reactivation', 'featuring', 'firs']",2
186,"['government', 'plans', 'rent', 'land', 'owned', 'residents', 'parts', 'noentry', 'zone', 'fukushima', 'nuclear', 'power', 'plant']",2
187,"['hindu', 'news', 'national', 'nuclear', 'energy', 'play', 'important', 'role', 'manmohan']",2
188,"['nuclear', 'energy', 'option', 'famous', 'book', 'prof', 'lb', 'cohen', 'free']",2
189,"['us', 'nuclear', 'industry', 'taking', 'steps', 'reconfirm', 'safety', 'emergency', 'preparedness', 'nuclear', 'plants', 'learn']",2
